Unofficial Name,Name,Parser Exception,NewPrec,RightPrec,Me,"Precedence Rank (WLD, corrected)","Precedence (UnicodeCharacters.tr, corrected)",Usage,Parse,Arity,Affix,Associativity,Usage String,FullForm,Meaningful,Comments
LeftArrowRightArrow,LeftArrowRightArrow,,340,270,,50.5,380,"{{Row[{""x"", ""⇆"", ""y""}]}}","Row[{""LeftArrowRightArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⇆y,"LeftArrowRightArrow[x, y]",False,
LeftRightArrow,LeftRightArrow,,340,270,,50.5,380,"{{Row[{""x"", ""↔"", ""y""}]}}","Row[{""LeftRightArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x↔y,"LeftRightArrow[x, y]",False,
LeftRightVector,LeftRightVector,,340,270,,50.5,380,"{{Row[{""x"", ""⥎"", ""y""}]}}","Row[{""LeftRightVector"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⥎y,"LeftRightVector[x, y]",False,
LeftTeeArrow,LeftTeeArrow,,340,270,,50.5,380,"{{Row[{""x"", ""↤"", ""y""}]}}","Row[{""LeftTeeArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x↤y,"LeftTeeArrow[x, y]",False,
LeftTeeVector,LeftTeeVector,,340,270,,50.5,380,"{{Row[{""x"", ""⥚"", ""y""}]}}","Row[{""LeftTeeVector"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⥚y,"LeftTeeVector[x, y]",False,
LeftVector,LeftVector,,340,270,,50.5,380,"{{Row[{""x"", ""↼"", ""y""}]}}","Row[{""LeftVector"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x↼y,"LeftVector[x, y]",False,
LeftVectorBar,LeftVectorBar,,340,270,,50.5,380,"{{Row[{""x"", ""⥒"", ""y""}]}}","Row[{""LeftVectorBar"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⥒y,"LeftVectorBar[x, y]",False,
LowerLeftArrow,LowerLeftArrow,,340,270,,50.5,380,"{{Row[{""x"", ""↙"", ""y""}]}}","Row[{""LowerLeftArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x↙y,"LowerLeftArrow[x, y]",False,
LowerRightArrow,LowerRightArrow,,340,270,,50.5,380,"{{Row[{""x"", ""↘"", ""y""}]}}","Row[{""LowerRightArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x↘y,"LowerRightArrow[x, y]",False,
RightArrow,RightArrow,,340,270,,50.5,380,"{{Row[{""x"", ""→"", ""y""}]}}","Row[{""RightArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x→y,"RightArrow[x, y]",False,
RightArrowBar,RightArrowBar,,340,270,,50.5,380,"{{Row[{""x"", ""⇥"", ""y""}]}}","Row[{""RightArrowBar"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⇥y,"RightArrowBar[x, y]",False,
RightArrowLeftArrow,RightArrowLeftArrow,,340,270,,50.5,380,"{{Row[{""x"", ""⇄"", ""y""}]}}","Row[{""RightArrowLeftArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⇄y,"RightArrowLeftArrow[x, y]",False,
RightTeeArrow,RightTeeArrow,,340,270,,50.5,380,"{{Row[{""x"", ""↦"", ""y""}]}}","Row[{""RightTeeArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x↦y,"RightTeeArrow[x, y]",False,
RightTeeVector,RightTeeVector,,340,270,,50.5,380,"{{Row[{""x"", ""⥛"", ""y""}]}}","Row[{""RightTeeVector"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⥛y,"RightTeeVector[x, y]",False,
RightVector,RightVector,,340,270,,50.5,380,"{{Row[{""x"", ""⇀"", ""y""}]}}","Row[{""RightVector"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⇀y,"RightVector[x, y]",False,
RightVectorBar,RightVectorBar,,340,270,,50.5,380,"{{Row[{""x"", ""⥓"", ""y""}]}}","Row[{""RightVectorBar"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⥓y,"RightVectorBar[x, y]",False,
ShortLeftArrow,ShortLeftArrow,,340,270,,50.5,380,"{{Row[{""x"", """", ""y""}]}}","Row[{""ShortLeftArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,xy,"ShortLeftArrow[x, y]",False,
ShortRightArrow,ShortRightArrow,,340,270,,50.5,380,"{{Row[{""x"", """", ""y""}]}}","Row[{""ShortRightArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,xy,"ShortRightArrow[x, y]",False,
UpperLeftArrow,UpperLeftArrow,,340,270,,50.5,380,"{{Row[{""x"", ""↖"", ""y""}]}}","Row[{""UpperLeftArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x↖y,"UpperLeftArrow[x, y]",False,
UpperRightArrow,UpperRightArrow,,340,270,,50.5,380,"{{Row[{""x"", ""↗"", ""y""}]}}","Row[{""UpperRightArrow"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x↗y,"UpperRightArrow[x, y]",False,
SameQ,SameQ,,330,260,,51,370,"{{Row[{""expr1"", ""==="", ""expr2""}]}}","Row[{""SameQ"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1===expr2,"SameQ[expr1, expr2]",True,
UnsameQ,UnsameQ,,330,260,,51,370,"{{Row[{""expr1"", ""=!="", ""expr2""}]}}","Row[{""UnsameQ"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1=!=expr2,"UnsameQ[expr1, expr2]",True,
Distributed,Distributed,,320,250,,52,360,"{{Row[{""expr1"", """", ""expr2""}]}}","Row[{""Distributed"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1expr2,"Distributed[expr1, expr2]",True,
Element,Element,,320,250,,52,360,"{{Row[{""expr1"", ""∈"", ""expr2""}]}}","Row[{""Element"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1∈expr2,"Element[expr1, expr2]",True,
NotElement,NotElement,,320,250,,52,360,"{{Row[{""expr1"", ""∉"", ""expr2""}]}}","Row[{""NotElement"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1∉expr2,"NotElement[expr1, expr2]",True,
NotReverseElement,NotReverseElement,,320,250,,52,360,"{{Row[{""x"", ""∌"", ""y""}]}}","Row[{""NotReverseElement"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x∌y,"NotReverseElement[x, y]",False,
NotSquareSubset,NotSquareSubset,,320,250,,52,360,"{{Row[{""x"", """", ""y""}]}}","Row[{""NotSquareSubset"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,xy,"NotSquareSubset[x, y]",False,
NotSquareSubsetEqual,NotSquareSubsetEqual,,320,250,,52,360,"{{Row[{""x"", ""⋢"", ""y""}]}}","Row[{""NotSquareSubsetEqual"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⋢y,"NotSquareSubsetEqual[x, y]",False,
NotSquareSuperset,NotSquareSuperset,,320,250,,52,360,"{{Row[{""x"", """", ""y""}]}}","Row[{""NotSquareSuperset"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,xy,"NotSquareSuperset[x, y]",False,
NotSquareSupersetEqual,NotSquareSupersetEqual,,320,250,,52,360,"{{Row[{""x"", ""⋣"", ""y""}]}}","Row[{""NotSquareSupersetEqual"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⋣y,"NotSquareSupersetEqual[x, y]",False,
NotSubset,NotSubset,,320,250,,52,360,"{{Row[{""x"", ""⊄"", ""y""}]}}","Row[{""NotSubset"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊄y,"NotSubset[x, y]",False,
NotSubsetEqual,NotSubsetEqual,,320,250,,52,360,"{{Row[{""x"", ""⊈"", ""y""}]}}","Row[{""NotSubsetEqual"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊈y,"NotSubsetEqual[x, y]",False,
NotSuperset,NotSuperset,,320,250,,52,360,"{{Row[{""x"", ""⊅"", ""y""}]}}","Row[{""NotSuperset"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊅y,"NotSuperset[x, y]",False,
NotSupersetEqual,NotSupersetEqual,,320,250,,52,360,"{{Row[{""x"", ""⊉"", ""y""}]}}","Row[{""NotSupersetEqual"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊉y,"NotSupersetEqual[x, y]",False,
ReverseElement,ReverseElement,,320,250,,52,360,"{{Row[{""x"", ""∋"", ""y""}]}}","Row[{""ReverseElement"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x∋y,"ReverseElement[x, y]",False,
SquareSubset,SquareSubset,,320,250,,52,360,"{{Row[{""x"", ""⊏"", ""y""}]}}","Row[{""SquareSubset"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊏y,"SquareSubset[x, y]",False,
SquareSubsetEqual,SquareSubsetEqual,,320,250,,52,360,"{{Row[{""x"", ""⊑"", ""y""}]}}","Row[{""SquareSubsetEqual"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊑y,"SquareSubsetEqual[x, y]",False,
SquareSuperset,SquareSuperset,,320,250,,52,360,"{{Row[{""x"", ""⊐"", ""y""}]}}","Row[{""SquareSuperset"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊐y,"SquareSuperset[x, y]",False,
SquareSupersetEqual,SquareSupersetEqual,,320,250,,52,360,"{{Row[{""x"", ""⊒"", ""y""}]}}","Row[{""SquareSupersetEqual"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊒y,"SquareSupersetEqual[x, y]",False,
Subset,Subset,,320,250,,52,360,"{{Row[{""expr1"", ""⊂"", ""expr2""}]}}","Row[{""Subset"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1⊂expr2,"Subset[expr1, expr2]",False,
SubsetEqual,SubsetEqual,,320,250,,52,360,"{{Row[{""x"", ""⊆"", ""y""}]}}","Row[{""SubsetEqual"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊆y,"SubsetEqual[x, y]",False,
Superset,Superset,,320,250,,52,360,"{{Row[{""expr1"", ""⊃"", ""expr2""}]}}","Row[{""Superset"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1⊃expr2,"Superset[expr1, expr2]",False,
SupersetEqual,SupersetEqual,,320,250,,52,360,"{{Row[{""x"", ""⊇"", ""y""}]}}","Row[{""SupersetEqual"", ""["", ""x"", "","", ""y"", ""]""}]",Binary,Infix,None,x⊇y,"SupersetEqual[x, y]",False,
Exists,Exists,,310,240,,53,350,"{Row[{""∃"", ""expr""}]}","Row[{""Exists"", ""["", ""expr"", ""]""}]",Unary,Prefix,Right,∃expr,,True,Usage and Parse may not be semantically correct.
ForAll,ForAll,,310,240,,53,350,"{Row[{""∀"", ""expr""}]}","Row[{""ForAll"", ""["", ""expr"", ""]""}]",Unary,Prefix,Right,∀expr,,True,Usage and Parse may not be semantically correct.
NotExists,NotExists,,310,240,,53,350,"{Row[{""∄"", ""expr""}]}","Row[{""NotExists"", ""["", ""expr"", ""]""}]",Unary,Prefix,Right,∄expr,,True,Usage and Parse may not be semantically correct.
Not,Not,,300,230,,54,340,"{{Row[{""!"", ""expr""}], Row[{""¬"", ""expr""}]}}","Row[{""Not"", ""["", ""expr"", ""]""}]",Unary,Prefix,Right,!expr,Not[expr],True,
And,And,,290,220,,55,330,"{{Row[{""expr1"", ""&&"", ""expr2""}], Row[{""expr1"", ""∧"", ""expr2""}]}}","Row[{""And"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1&&expr2,"And[expr1, expr2]",True,
Nand,Nand,,290,220,,55,330,"{{Row[{""expr1"", ""⊼"", ""expr2""}]}}","Row[{""Nand"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1⊼expr2,"Nand[expr1, expr2]",True,
Xnor,Xnor,,280,215,,56,325,"{{Row[{""expr1"", """", ""expr2""}]}}","Row[{""Xnor"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1expr2,"Xnor[expr1, expr2]",True,
Xor,Xor,,280,215,,56,325,"{{Row[{""expr1"", ""⊻"", ""expr2""}]}}","Row[{""Xor"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1⊻expr2,"Xor[expr1, expr2]",True,
Nor,Nor,,270,210,,57,320,"{{Row[{""expr1"", ""⊽"", ""expr2""}]}}","Row[{""Nor"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1⊽expr2,"Nor[expr1, expr2]",True,
Or,Or,,270,210,,57,320,"{{Row[{""expr1"", ""||"", ""expr2""}], Row[{""expr1"", ""∨"", ""expr2""}]}}","Row[{""Or"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1||expr2,"Or[expr1, expr2]",True,
Equivalent,Equivalent,,260,205,,58,315,"{{Row[{""expr1"", ""⧦"", ""expr2""}]}}","Row[{""Equivalent"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1⧦expr2,"Equivalent[expr1, expr2]",True,
RoundImplies,RoundImplies,,250,200,,59,310,"{{Row[{""expr1"", ""⥰"", ""expr2""}]}}","Row[{""RoundImplies"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1⥰expr2,"RoundImplies[expr1, expr2]",False,
Implies,Implies,,250,200,,59,310,"{{Row[{""expr1"", """", ""expr2""}]}}","Row[{""Implies"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1expr2,"Implies[expr1, expr2]",True,
Conditioned,Conditioned,,240,195,,59.5,305,"{{Row[{""expr1"", """", ""expr2""}]}}","Row[{""Conditioned"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1expr2,"Conditioned[expr1, expr2]",True,
DoubleRightTee,DoubleRightTee,,230,190,3,60,300,"{{Row[{""expr1"", ""⊨"", ""expr2""}]}}","Row[{""DoubleRightTee"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1⊨expr2,"DoubleRightTee[expr1, expr2]",False,
RightTee,RightTee,,230,190,3,60,300,"{{Row[{""expr1"", ""⊢"", ""expr2""}]}}","Row[{""RightTee"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1⊢expr2,"RightTee[expr1, expr2]",False,
DoubleLeftTee,DoubleLeftTee,,220,190,2,60,300,"{{Row[{""expr1"", ""⫤"", ""expr2""}]}}","Row[{""DoubleLeftTee"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Left,expr1⫤expr2,"DoubleLeftTee[expr1, expr2]",False,
DownTee,DownTee,,220,190,2,60,300,"{{Row[{""expr1"", ""⊤"", ""expr2""}]}}","Row[{""DownTee"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Left,expr1⊤expr2,"DownTee[expr1, expr2]",False,
LeftTee,LeftTee,,220,190,2,60,300,"{{Row[{""expr1"", ""⊣"", ""expr2""}]}}","Row[{""LeftTee"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Left,expr1⊣expr2,"LeftTee[expr1, expr2]",False,
UpTee,UpTee,,220,190,2,60,390,"{{Row[{""expr1"", ""⊥"", ""expr2""}]}}","Row[{""UpTee"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Left,expr1⊥expr2,"UpTee[expr1, expr2]",False,
Perpendicular,Perpendicular,,220,190,2,,390,"{{Row[{""expr1"", ""⟂"", ""expr2""}]}}","Row[{""Perpendicular"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1⟂expr2,"Perpendicular[expr1, expr2]",False,
SuchThat,SuchThat,,210,180,1,61,290,"{{Row[{""expr1"", ""∍"", ""expr2""}]}}","Row[{""SuchThat"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1∍expr2,"SuchThat[expr1, expr2]",False,
Repeated,Repeated,,200,170,,62,,"{{Row[{""expr"", ""..""}]}}","Row[{""Repeated"", ""["", ""expr"", ""]""}]",Unary,Postfix,Left,expr..,Repeated[expr],True,
RepeatedNull,RepeatedNull,,200,170,,62,,"{{Row[{""expr"", ""...""}]}}","Row[{""RepeatedNull"", ""["", ""expr"", ""]""}]",Unary,Postfix,Left,expr...,RepeatedNull[expr],True,
Alternatives,Alternatives,,190,160,7,63,,"{{Row[{""expr1"", ""|"", ""expr2""}]}}","Row[{""Alternatives"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1|expr2,"Alternatives[expr1, expr2]",True,
Pattern,Pattern,X,190,150,7,64,,"{{Row[{""symb"", "":"", ""expr""}]}}","Row[{""Pattern"", ""["", ""symb"", "","", ""expr"", ""]""}]",Binary,Infix,Non,symb:expr,"Pattern[symb, expr]",True,
Optional,Optional,X,190,140,7,64.5,,"{{Row[{""patt"", "":"", ""expr""}]}}","Row[{""Optional"", ""["", ""patt"", "","", ""expr"", ""]""}]",Binary,Infix,Non,patt:expr,"Optional[patt, expr]",True,
StringExpression,StringExpression,,180,135,6,65,,"{{Row[{""expr1"", ""~~"", ""expr2""}]}}","Row[{""StringExpression"", ""["", ""expr1"", "","", ""exrp2"", "", "", ""expr3"", ""]""}]",Binary,Infix,None,expr1~~expr2,"StringExpression[expr1, expr2]",True,
Condition,Condition,,170,130,5,66,,"{{Row[{""expr1"", ""/;"", ""expr2""}]}}","Row[{""Condition"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Left,expr1/;expr2,"Condition[expr1, expr2]",True,
TwoWayRule,TwoWayRule,,160,125,4,66.5,255,"{{Row[{""expr1"", ""<->"", ""expr2""}], Row[{""expr1"", """", ""expr2""}]}}","Row[{""TwoWayRule"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1<->expr2,"TwoWayRule[expr1, expr2]",True,
RuleDelayed,RuleDelayed,,150,120,3,67,250,"{{Row[{""expr1"", "":>"", ""expr2""}], Row[{""expr1"", """", ""expr2""}]}}","Row[{""RuleDelayed"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1:>expr2,"RuleDelayed[expr1, expr2]",True,
Rule,Rule,,140,120,2,67,250,"{{Row[{""expr1"", ""->"", ""expr2""}], Row[{""expr1"", """", ""expr2""}]}}","Row[{""Rule"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1->expr2,"Rule[expr1, expr2]",True,
ReplaceAll,ReplaceAll,,130,110,1,68,,"{{Row[{""expr1"", ""/."", ""expr2""}]}}","Row[{""ReplaceAll"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Left,expr1/.expr2,"ReplaceAll[expr1, expr2]",True,
ReplaceRepeated,ReplaceRepeated,,130,110,1,68,,"{{Row[{""expr1"", ""//."", ""expr2""}]}}","Row[{""ReplaceRepeated"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Left,expr1//.expr2,"ReplaceRepeated[expr1, expr2]",True,
TimesBy,TimesBy,,120,100,,69,,"{{Row[{""expr1"", ""*="", ""expr2""}]}}","Row[{""TimesBy"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1*=expr2,"TimesBy[expr1, expr2]",True,
SubtractFrom,SubtractFrom,,120,100,,69,,"{{Row[{""expr1"", ""-="", ""expr2""}]}}","Row[{""SubtractFrom"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1-=expr2,"SubtractFrom[expr1, expr2]",True,
DivideBy,DivideBy,,120,100,,69,,"{{Row[{""expr1"", ""/="", ""expr2""}]}}","Row[{""DivideBy"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1/=expr2,"DivideBy[expr1, expr2]",True,
AddTo,AddTo,,120,100,,69,,"{{Row[{""expr1"", ""+="", ""expr2""}]}}","Row[{""AddTo"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1+=expr2,"AddTo[expr1, expr2]",True,
Function,Function,,110,90,6,70,,"{{Row[{""expr"", ""&""}]}}","Row[{""Function"", ""["", ""expr"", ""]""}]",Unary,Postfix,Left,expr&,Function[expr],True,
Colon,Colon,,100,80,5,71,205,"{{Row[{""expr1"", ""∶"", ""expr2""}]}}","Row[{""Colon"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1∶expr2,"Colon[expr1, expr2]",False,
FunctionApplyPostfix,Postfix,,90,70,4,72,,"{{Row[{""expr1"", ""//"", ""expr2""}]}}","Row[{""expr2"", ""["", ""expr1"", ""]""}]",Binary,Infix,Left,expr1//expr2,expr2[expr1],True,Postfix[f[x]] will display as x//f. Precedence identifies Postfix with this operator.
VerticalSeparator,VerticalSeparator,,80,60,3,73,202,"{{Row[{""expr1"", """", ""expr2""}]}}","Row[{""VerticalSeparator"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1expr2,"VerticalSeparator[expr1, expr2]",False,
Therefore,Therefore,,70,50,2,74,201,"{{Row[{""expr1"", ""∴"", ""expr2""}]}}","Row[{""Therefore"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1∴expr2,"Therefore[expr1, expr2]",False,
Because,Because,,60,50,1,74,201,"{{Row[{""expr1"", ""∵"", ""expr2""}]}}","Row[{""Because"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Left,expr1∵expr2,"Because[expr1, expr2]",False,
ParameterizedFunction,Function,,50,40,,75,190,"{{Row[{""expr1"", """", ""expr2""}]}}","Row[{""Function"", ""["", ""{"", ""expr1"", ""}"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1expr2,"Function[expr1, expr2]",True,
Set,Set,,50,40,,75,190,"{{Row[{""expr1"", ""="", ""expr2""}]}}","Row[{""Set"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1=expr2,"Set[expr1, expr2]",True,
SetDelayed,SetDelayed,,50,40,,75,190,"{{Row[{""expr1"", "":="", ""expr2""}]}}","Row[{""SetDelayed"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1:=expr2,"SetDelayed[expr1, expr2]",True,
TagSet,TagSet,,50,40,,75,190,"{{Row[{""symb"", ""/:"", ""expr1"", ""="", ""expr2""}]}}","Row[{""TagSet"", ""["", ""symb"", "","", ""expr1"", ""]""}]",Ternary,Infix,Right,symb/:expr1=expr2,"TagSet[symb, expr1, expr2]",True,
TagSetDelayed,TagSetDelayed,,50,40,,75,190,"{{Row[{""symb"", ""/:"", ""expr1"", "":="", ""expr2""}]}}","Row[{""TagSetDelayed"", ""["", ""symb"", "","", ""expr1"", ""]""}]",Ternary,Infix,Right,symb/:expr1:=expr2,"TagSetDelayed[symb, expr1, expr2]",True,
TagUnset,TagUnset,,50,40,,75,190,"{{Row[{""symb"", ""/;"", ""expr"", ""=.""}]}}","Row[{""TagUnset"", ""["", ""symb"", "","", ""expr"", ""]""}]",Binary,Infix,Right,symb/;expr=.,"Unset[Condition[symb, expr]]",True,
Unset,Unset,,50,40,,75,190,"{{Row[{""expr"", ""=.""}]}}","Row[{""Unset"", ""["", ""expr"", ""]""}]",Unary,Postfix,Left,expr=.,Unset[expr],True,
UpSet,UpSet,,50,40,,75,190,"{{Row[{""expr1"", ""^="", ""expr2""}]}}","Row[{""UpSet"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1^=expr2,"UpSet[expr1, expr2]",True,
UpSetDelayed,UpSetDelayed,,50,40,,75,190,"{{Row[{""expr1"", ""^:="", ""expr2""}]}}","Row[{""UpSetDelayed"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,Right,expr1^:=expr2,"UpSetDelayed[expr1, expr2]",True,
Put,Put,,40,30,,76,,"{{Row[{""expr"", "">>"", ""filename""}]}}","Row[{""Put"", ""["", ""expr"", "","", ""\"""", ""filename""}]",Binary,Infix,Left,expr>>filename,"Put[expr, ""filename""]",True,
PutAppend,PutAppend,,40,30,,76,,"{{Row[{""expr"", "">>>"", ""filename""}]}}","Row[{""PutAppend"", ""["", ""expr"", "","", ""\"""", ""filename""}]",Binary,Infix,Left,expr>>>filename,"PutAppend[expr, ""filename""]",True,
CompoundExpression,CompoundExpression,,30,10,,77,,"{{Row[{""expr1"", "";"", ""expr2""}]}}","Row[{""CompoundExpression"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Binary,Infix,None,expr1;expr2,"CompoundExpression[expr1, expr2]",True,
CompoundExpressionNull,CompoundExpression,,30,10,,77,,"{{Row[{""expr1"", "";"", ""expr2"", "";""}]}}","Row[{""CompoundExpression"", ""["", ""expr1"", "","", ""expr2"", ""]""}]",Unary,Postfix,Left,expr1;expr2;,"CompoundExpression[expr1, expr2, Null]",True,
FormBox,FormBox,X,20,5,,78,,"{{Row[{""expr1"", ""\\`"", ""expr2""}]}}","Row[{""FormBox"", ""["", ""expr2"", "","", ""expr1"", ""]""}]",Binary,Infix,"Missing[""Unknown""]",expr1\`expr2,,True,
ImplicitSequence,Comma,X,10,755,,,1,"{{Row[{""expr1"", """", ""expr2""}], Row[{""expr1"", "","", ""expr2""}]}}",,Binary,Infix,None,"expr1, expr2","expr1, expr2",True,